id,string
b61,http://dbpedia.org/resource/A_Hat_Full_of_Sky
b62,http://dbpedia.org/resource/A_Heartbreaking_Work_of_Staggering_Genius
b63,http://dbpedia.org/resource/A_Hero_of_Our_Time
b64,http://dbpedia.org/resource/A_History_of_God
b65,http://dbpedia.org/resource/A_History_of_Western_Philosophy
b66,http://dbpedia.org/resource/A_Kiss_of_Shadows
b67,http://dbpedia.org/resource/A_Land_Remembered
b68,http://dbpedia.org/resource/A_Lesson_Before_Dying
b69,http://dbpedia.org/resource/A_Light_in_the_Attic
b70,http://dbpedia.org/resource/A_Lion_Among_Men
b71,http://dbpedia.org/resource/A_Little_Princess
b72,http://dbpedia.org/resource/A_Long_Way_Down
b73,http://dbpedia.org/resource/A_Long_Way_Gone
b74,http://dbpedia.org/resource/A_Man_Without_a_Country
b75,http://dbpedia.org/resource/A_Mango-Shaped_Space
b76,http://dbpedia.org/resource/A_Matter_of_Honour
b77,http://dbpedia.org/resource/A_Memory_of_Light
b78,http://dbpedia.org/resource/A_Mercy
b79,http://dbpedia.org/resource/A_Midsummer_Night%27s_Dream
b80,http://dbpedia.org/resource/A_Million_Little_Pieces
b81,http://dbpedia.org/resource/A_Million_Miles_in_a_Thousand_Years
b82,http://dbpedia.org/resource/A_Modest_Proposal
b83,http://dbpedia.org/resource/A_Moveable_Feast
b84,http://dbpedia.org/resource/A_New_Earth
b85,http://dbpedia.org/resource/A_Night_to_Remember_%28book%29
b86,http://dbpedia.org/resource/A_Northern_Light
b87,http://dbpedia.org/resource/A_Painted_House
b88,http://dbpedia.org/resource/A_Passage_to_India
b89,http://dbpedia.org/resource/A_People%27s_History_of_the_United_States
b90,http://dbpedia.org/resource/A_Perfect_Stranger
b91,http://dbpedia.org/resource/A_Piece_of_Cake%3A_A_Memoir
b92,http://dbpedia.org/resource/A_Place_Called_Here
b93,http://dbpedia.org/resource/A_Portrait_of_the_Artist_as_a_Young_Man
b94,http://dbpedia.org/resource/A_Prayer_for_Owen_Meany
b95,http://dbpedia.org/resource/A_Prisoner_of_Birth
b96,http://dbpedia.org/resource/A_Return_to_Love
b97,http://dbpedia.org/resource/A_Ring_of_Endless_Light
b98,http://dbpedia.org/resource/A_River_Runs_Through_It_%28novel%29
b99,http://dbpedia.org/resource/A_Room_of_One%27s_Own
b100,http://dbpedia.org/resource/A_Room_with_a_View
b101,http://dbpedia.org/resource/A_Salty_Piece_of_Land
b102,http://dbpedia.org/resource/A_Sand_County_Almanac
b103,http://dbpedia.org/resource/A_Scanner_Darkly
b104,http://dbpedia.org/resource/A_Separate_Peace
b105,http://dbpedia.org/resource/A_Separate_Reality
b106,http://dbpedia.org/resource/A_Series_of_Unfortunate_Events
b107,http://dbpedia.org/resource/A_Severe_Mercy
b108,http://dbpedia.org/resource/A_Short_History_of_Nearly_Everything
b109,http://dbpedia.org/resource/A_Short_History_of_Tractors_in_Ukrainian
b110,http://dbpedia.org/resource/A_Song_of_Ice_and_Fire
b111,http://dbpedia.org/resource/A_Spaniard_in_the_Works
b112,http://dbpedia.org/resource/A_Spell_for_Chameleon
b113,http://dbpedia.org/resource/A_Spot_of_Bother
b114,http://dbpedia.org/resource/A_Star_Called_Henry
b115,http://dbpedia.org/resource/A_Storm_of_Swords
b116,http://dbpedia.org/resource/A_Stranger_in_the_Mirror
b117,http://dbpedia.org/resource/A_Streetcar_Named_Desire_%28play%29
b118,http://dbpedia.org/resource/A_Study_in_Scarlet
b119,http://dbpedia.org/resource/A_Suitable_Boy
b120,http://dbpedia.org/resource/A_Summer_to_Die
b121,http://dbpedia.org/resource/A_Swiftly_Tilting_Planet
b122,http://dbpedia.org/resource/A_Tale_of_Two_Cities
b123,http://dbpedia.org/resource/A_Theory_of_Relativity
b124,http://dbpedia.org/resource/A_Thousand_Splendid_Suns
b125,http://dbpedia.org/resource/A_Time_to_Kill_%28Grisham_novel%29
b126,http://dbpedia.org/resource/A_Tree_Grows_in_Brooklyn_%28novel%29
b127,http://dbpedia.org/resource/A_Voice_in_the_Wind
b128,http://dbpedia.org/resource/A_Walk_in_the_Woods
b129,http://dbpedia.org/resource/A_Walk_to_Remember_%28novel%29
b130,http://dbpedia.org/resource/A_Whole_New_Mind
b131,http://dbpedia.org/resource/A_Widow_for_One_Year
b132,http://dbpedia.org/resource/A_Wild_Sheep_Chase
b133,http://dbpedia.org/resource/A_Wind_in_the_Door
b134,http://dbpedia.org/resource/A_Wizard_of_Earthsea
b135,http://dbpedia.org/resource/A_Wolf_at_the_Table
b136,http://dbpedia.org/resource/A_Woman_For_All_Seasons
b137,http://dbpedia.org/resource/A_Woman_of_Substance
b138,http://dbpedia.org/resource/A_Wrinkle_in_Time
b139,http://dbpedia.org/resource/A_Year_in_the_Merde
b140,http://dbpedia.org/resource/A_Yellow_Raft_in_Blue_Water
b141,http://dbpedia.org/resource/Abarat
b142,http://dbpedia.org/resource/Abhorsen
b143,http://dbpedia.org/resource/Abraham_Lincoln%2C_Vampire_Hunter_%28novel%29
b144,http://dbpedia.org/resource/Abraham_Lincoln%3A_Vampire_Hunter
b145,http://dbpedia.org/resource/Absalom%2C_Absalom%21
b146,http://dbpedia.org/resource/Absolutely_Normal_Chaos
b147,http://dbpedia.org/resource/Abzurdah
b148,http://dbpedia.org/resource/Across_the_Nightingale_Floor
b149,http://dbpedia.org/resource/Across_the_Universe_%28novel%29
b150,http://dbpedia.org/resource/Act_Like_a_Lady%2C_Think_Like_a_Man
b151,http://dbpedia.org/resource/Actes_and_Monuments
b152,http://dbpedia.org/resource/Acts_of_Faith
b153,http://dbpedia.org/resource/Adam_%28novel%29
b154,http://dbpedia.org/resource/Adolf_Hitler%3A_My_Part_in_His_Downfall
b155,http://dbpedia.org/resource/Adrian_Mole
b156,http://dbpedia.org/resource/Adventures_of_Huckleberry_Finn
b157,http://dbpedia.org/resource/Aeneid
b158,http://dbpedia.org/resource/Affinity_%28novel%29
b159,http://dbpedia.org/resource/After_%28book%29
b160,http://dbpedia.org/resource/After_Dark_%28novel%29
b161,http://dbpedia.org/resource/Age_of_the_Five
b162,http://dbpedia.org/resource/Agnes_Grey
b163,http://dbpedia.org/resource/Air_Gear
b164,http://dbpedia.org/resource/Airborn
b165,http://dbpedia.org/resource/Airframe_%28novel%29
b166,http://dbpedia.org/resource/Airhead_%28novel%29
b167,http://dbpedia.org/resource/Airman_%28novel%29
b168,http://dbpedia.org/resource/Akira_%28manga%29
b169,http://dbpedia.org/resource/Al_Capone_Does_My_Shirts
b170,http://dbpedia.org/resource/Alamat_ng_Gubat
b171,http://dbpedia.org/resource/Alanna%3A_The_First_Adventure
b172,http://dbpedia.org/resource/Alas%2C_Babylon
b173,http://dbpedia.org/resource/Alchemy_%28novel%29
b174,http://dbpedia.org/resource/Alex_Cross_%28novel_series%29
b175,http://dbpedia.org/resource/Alexander_and_the_Terrible%2C_Horrible%2C_No_Good%2C_Very_Bad_Day
b176,http://dbpedia.org/resource/Alias_Grace
b177,http://dbpedia.org/resource/Alice%27s_Adventures_in_Wonderland
b178,http://dbpedia.org/resource/Alice_in_the_Country_of_Hearts
b179,http://dbpedia.org/resource/Aliens_%28novel_series%29
b180,http://dbpedia.org/resource/Aliens_vs._Predator_%28novel_series%29
b181,http://dbpedia.org/resource/Alive%3A_The_Story_of_the_Andes_Survivors
b182,http://dbpedia.org/resource/All_American_Girl_%28novel%29
b183,http://dbpedia.org/resource/All_Families_Are_Psychotic
b184,http://dbpedia.org/resource/All_I_Really_Need_to_Know_I_Learned_in_Kindergarten
b185,http://dbpedia.org/resource/All_My_Friends_Are_Dead
b186,http://dbpedia.org/resource/All_Quiet_on_the_Western_Front
b187,http://dbpedia.org/resource/All_That_Remains_%28novel%29
b188,http://dbpedia.org/resource/All_Together_Dead
b189,http://dbpedia.org/resource/All_the_King%27s_Men
b190,http://dbpedia.org/resource/All_the_President%27s_Men
b191,http://dbpedia.org/resource/All_the_Pretty_Horses_%28novel%29
b192,http://dbpedia.org/resource/Almanac
b193,http://dbpedia.org/resource/Along_Came_a_Spider
b194,http://dbpedia.org/resource/Along_for_the_Ride
b195,http://dbpedia.org/resource/Altered_Carbon
b196,http://dbpedia.org/resource/Always_Running
b197,http://dbpedia.org/resource/Amelia_Bedelia_%28book%29
b198,http://dbpedia.org/resource/America_%28The_Book%29
b199,http://dbpedia.org/resource/America_%28novel%29
b200,http://dbpedia.org/resource/America_by_Heart
b201,http://dbpedia.org/resource/American_Born_Chinese
b202,http://dbpedia.org/resource/American_Gods
b203,http://dbpedia.org/resource/American_History%3A_A_Survey
b204,http://dbpedia.org/resource/American_Pastoral
b205,http://dbpedia.org/resource/American_Psycho
b206,http://dbpedia.org/resource/American_on_Purpose
b207,http://dbpedia.org/resource/Among_the_Barons
b208,http://dbpedia.org/resource/Among_the_Betrayed
b209,http://dbpedia.org/resource/Among_the_Brave
b210,http://dbpedia.org/resource/Among_the_Enemy
b211,http://dbpedia.org/resource/Among_the_Free
b212,http://dbpedia.org/resource/Among_the_Hidden
b213,http://dbpedia.org/resource/Among_the_Impostors
b214,http://dbpedia.org/resource/Amusing_Ourselves_to_Death
b215,http://dbpedia.org/resource/An_Abundance_of_Katherines
b216,http://dbpedia.org/resource/An_American_Tragedy
b217,http://dbpedia.org/resource/An_Apology_for_the_Life_of_Mrs._Shamela_Andrews
b218,http://dbpedia.org/resource/An_Echo_in_the_Darkness
b219,http://dbpedia.org/resource/An_Equal_Music
b220,http://dbpedia.org/resource/An_Inconvenient_Book
b221,http://dbpedia.org/resource/An_Inconvenient_Truth_%28book%29
b222,http://dbpedia.org/resource/An_Old-Fashioned_Girl
b223,http://dbpedia.org/resource/Anansi_Boys
b224,http://dbpedia.org/resource/Anathem
b225,http://dbpedia.org/resource/Anatomy_of_the_Spirit
b226,http://dbpedia.org/resource/Ancient_History_%28novel%29
b227,http://dbpedia.org/resource/And_Another_Thing..._%28novel%29
b228,http://dbpedia.org/resource/And_I_Don%27t_Want_to_Live_This_Life
b229,http://dbpedia.org/resource/And_Then_There_Were_None
b230,http://dbpedia.org/resource/And_the_Ass_Saw_the_Angel
b231,http://dbpedia.org/resource/And_the_Band_Played_On
b232,http://dbpedia.org/resource/And_the_Hippos_Were_Boiled_in_Their_Tanks
b233,http://dbpedia.org/resource/Ang_Paboritong_Libro_ni_Hudas
b234,http://dbpedia.org/resource/Ang_mga_Kaibigan_ni_Mama_Susan
b235,http://dbpedia.org/resource/Angel_%28novel%29
b236,http://dbpedia.org/resource/Angel_Sanctuary
b237,http://dbpedia.org/resource/Angel_of_Death_%28novel%29
b238,http://dbpedia.org/resource/Angela%27s_Ashes
b239,http://dbpedia.org/resource/Angelology_%28novel%29
b240,http://dbpedia.org/resource/Angels_%26_Demons
b241,http://dbpedia.org/resource/Angels_in_America%3A_A_Gay_Fantasia_on_National_Themes
b242,http://dbpedia.org/resource/Angus%2C_Thongs_and_Full-Frontal_Snogging
b243,http://dbpedia.org/resource/Anima_%28novel%29
b244,http://dbpedia.org/resource/Animal%2C_Vegetable%2C_Miracle
b245,http://dbpedia.org/resource/Animal_%28book%29
b246,http://dbpedia.org/resource/Animal_Dreams
b247,http://dbpedia.org/resource/Animal_Farm
b248,http://dbpedia.org/resource/Animal_Liberation_%28book%29
b249,http://dbpedia.org/resource/Anime
b250,http://dbpedia.org/resource/Animorphs
b251,http://dbpedia.org/resource/Anna_Karenina
b252,http://dbpedia.org/resource/Anne_of_Avonlea
b253,http://dbpedia.org/resource/Anne_of_Green_Gables
b254,http://dbpedia.org/resource/Anne_of_the_Island
b255,http://dbpedia.org/resource/Annie%27s_Baby
b256,http://dbpedia.org/resource/Annie_on_My_Mind
b257,http://dbpedia.org/resource/Another_Country_%28novel%29
b258,http://dbpedia.org/resource/Another_Roadside_Attraction
b259,http://dbpedia.org/resource/Anthem_%28novella%29
b260,http://dbpedia.org/resource/Antigone_%28Sophocles%29
b261,http://dbpedia.org/resource/Antony_and_Cleopatra_%28novel%29
b262,http://dbpedia.org/resource/Area_7_%28novel%29
b263,http://dbpedia.org/resource/Arguing_with_Idiots
b264,http://dbpedia.org/resource/Ariel_%28book%29
b265,http://dbpedia.org/resource/Ark_Angel
b266,http://dbpedia.org/resource/Arkham_Asylum%3A_A_Serious_House_on_Serious_Earth
b267,http://dbpedia.org/resource/Armor_%28novel%29
b268,http://dbpedia.org/resource/Around_the_World_in_Eighty_Days
b269,http://dbpedia.org/resource/Ars_Amatoria
b270,http://dbpedia.org/resource/Artemis_Fowl%3A_The_Eternity_Code
b271,http://dbpedia.org/resource/Artemis_Fowl_%28novel%29
b272,http://dbpedia.org/resource/Artemis_Fowl_%28series%29
b273,http://dbpedia.org/resource/Artist%27s_book
b274,http://dbpedia.org/resource/As_I_Lay_Dying_%28novel%29
b275,http://dbpedia.org/resource/As_Simple_as_Snow
b276,http://dbpedia.org/resource/As_a_Man_Thinketh
b277,http://dbpedia.org/resource/As_the_Crow_Flies_%28novel%29
b278,http://dbpedia.org/resource/Ask_the_Dust
b279,http://dbpedia.org/resource/Assassin%27s_Apprentice
b280,http://dbpedia.org/resource/Assassin%27s_Creed_%28book_series%29
b281,http://dbpedia.org/resource/Assassins_%28LaHaye_novel%29
b282,http://dbpedia.org/resource/Assholes_Finish_First
b283,http://dbpedia.org/resource/Asterix
b284,http://dbpedia.org/resource/Asterix_the_Gaul
b285,http://dbpedia.org/resource/Asylums_%28book%29
b286,http://dbpedia.org/resource/At_First_Sight_%28novel%29
b287,http://dbpedia.org/resource/At_Swim%2C_Two_Boys
b288,http://dbpedia.org/resource/At_Swim-Two-Birds
b289,http://dbpedia.org/resource/At_the_Mountains_of_Madness
b290,http://dbpedia.org/resource/Atlas_Shrugged
b291,http://dbpedia.org/resource/Atonement_%28novel%29
b292,http://dbpedia.org/resource/Audiobook
b293,http://dbpedia.org/resource/Aura_%28novel%29
b294,http://dbpedia.org/resource/Autobiography_of_a_Yogi
b295,http://dbpedia.org/resource/Avalon_%28novel%29
b296,http://dbpedia.org/resource/Avalon_High
b297,http://dbpedia.org/resource/Awakened_%28novel%29
b298,http://dbpedia.org/resource/Ayat-Ayat_Cinta
b299,http://dbpedia.org/resource/Azincourt_%28novel%29
b300,http://dbpedia.org/resource/Aztec_%28novel%29
b301,http://dbpedia.org/resource/Azumanga_Daioh
b302,http://dbpedia.org/resource/Back_Roads_%28novel%29
b303,http://dbpedia.org/resource/Bad_Girls_%28Wilson_novel%29
b304,http://dbpedia.org/resource/Bad_Kitty_%28novel%29
b305,http://dbpedia.org/resource/Bad_Monkeys
b306,http://dbpedia.org/resource/Bad_Science_%28book%29
b307,http://dbpedia.org/resource/Bag_of_Bones
b308,http://dbpedia.org/resource/Ballet_Shoes_%28novel%29
b309,http://dbpedia.org/resource/Balzac_and_the_Little_Chinese_Seamstress
b310,http://dbpedia.org/resource/Barrel_Fever
b311,http://dbpedia.org/resource/Bart_Simpson%27s_Guide_to_Life
b312,http://dbpedia.org/resource/Bartimaeus_Sequence
b313,http://dbpedia.org/resource/Bartleby%2C_the_Scrivener
b314,http://dbpedia.org/resource/Bastard_Out_of_Carolina_%28novel%29
b315,http://dbpedia.org/resource/Batman%3A_The_Killing_Joke
b316,http://dbpedia.org/resource/Batman%3A_The_Long_Halloween
b317,http://dbpedia.org/resource/Batman%3A_Year_One
b318,http://dbpedia.org/resource/Battle_Cry_of_Freedom_%28book%29
b319,http://dbpedia.org/resource/Battle_Royale
b320,http://dbpedia.org/resource/Battlefield_Earth_%28novel%29
b321,http://dbpedia.org/resource/Baudolino
b322,http://dbpedia.org/resource/Be_Careful_What_You_Wish_For_%28Jeffrey_Archer_novel%29
b323,http://dbpedia.org/resource/Be_Here_Now_%28book%29
b324,http://dbpedia.org/resource/Be_More_Chill
b325,http://dbpedia.org/resource/Beach_Music_%28novel%29
b326,http://dbpedia.org/resource/Bearing_an_Hourglass
b327,http://dbpedia.org/resource/Beast_%28Benchley_novel%29
b328,http://dbpedia.org/resource/Beastly
b329,http://dbpedia.org/resource/Beautiful_Boy%3A_A_Father%27s_Journey_Through_His_Son%27s_Addiction
b330,http://dbpedia.org/resource/Beautiful_Creatures_%28novel%29
b331,http://dbpedia.org/resource/Beautiful_Darkness
b332,http://dbpedia.org/resource/Beautiful_Losers
b333,http://dbpedia.org/resource/Beauty%3A_A_Retelling_of_the_Story_of_Beauty_and_the_Beast
b334,http://dbpedia.org/resource/Beauty_Pop
b335,http://dbpedia.org/resource/Because_of_Winn-Dixie
b336,http://dbpedia.org/resource/Beelzebub
b337,http://dbpedia.org/resource/Before_I_Die
b338,http://dbpedia.org/resource/Before_I_Fall
b339,http://dbpedia.org/resource/Before_I_Go_to_Sleep
b340,http://dbpedia.org/resource/Behind_the_Paint
b341,http://dbpedia.org/resource/Being_Nikki
b342,http://dbpedia.org/resource/Being_a_Green_Mother
b343,http://dbpedia.org/resource/Being_and_Nothingness
b344,http://dbpedia.org/resource/Being_and_Time
b345,http://dbpedia.org/resource/Bel_Ami
b346,http://dbpedia.org/resource/Bel_Canto_%28novel%29
b347,http://dbpedia.org/resource/Belgarath_the_Sorcerer
b348,http://dbpedia.org/resource/Belinda_%28Edgeworth_novel%29
b349,http://dbpedia.org/resource/Beloved_%28novel%29
b350,http://dbpedia.org/resource/Bergdorf_Blondes
b351,http://dbpedia.org/resource/Berserk_%28novel%29
b352,http://dbpedia.org/resource/Best_Friends_in_Love
b353,http://dbpedia.org/resource/Bestiario
b354,http://dbpedia.org/resource/Betrayal_%28Star_Wars_novel%29
b355,http://dbpedia.org/resource/Betrayed_%28novel%29
b356,http://dbpedia.org/resource/Betty_Crocker_Cookbook
b357,http://dbpedia.org/resource/Between_a_Rock_and_a_Hard_Place_%28book%29
b358,http://dbpedia.org/resource/Beyond_Good_and_Evil
b359,http://dbpedia.org/resource/Beyond_the_Shadows
b360,http://dbpedia.org/resource/Bhagavad_Gita
b361,http://dbpedia.org/resource/Bible
b362,http://dbpedia.org/resource/Big_Fish%3A_A_Novel_of_Mythic_Proportions
b363,http://dbpedia.org/resource/Big_Sur_%28novel%29
b364,http://dbpedia.org/resource/Billions_and_Billions%3A_Thoughts_on_Life_and_Death_at_the_Brink_of_the_Millennium
b365,http://dbpedia.org/resource/Birdsong_%28novel%29
b366,http://dbpedia.org/resource/Bite_Me%3A_A_Love_Story
b367,http://dbpedia.org/resource/Bitten_%28novel%29
b368,http://dbpedia.org/resource/Bizenghast
b369,http://dbpedia.org/resource/Black_%28novel%29
b370,http://dbpedia.org/resource/Black_Beauty
b371,http://dbpedia.org/resource/Black_Boy
b372,http://dbpedia.org/resource/Black_Butler
b373,http://dbpedia.org/resource/Black_Cat_%28comics%29
b374,http://dbpedia.org/resource/Black_Coffee_Blues
b375,http://dbpedia.org/resource/Black_Dagger_Brotherhood
b376,http://dbpedia.org/resource/Black_Elk_Speaks
b377,http://dbpedia.org/resource/Black_Hawk_Down_%28book%29
b378,http://dbpedia.org/resource/Black_Hole_%28comics%29
b379,http://dbpedia.org/resource/Black_House_%28novel%29
b380,http://dbpedia.org/resource/Black_Like_Me
b381,http://dbpedia.org/resource/Black_Widow_%28Natalia_Romanova%29
b382,http://dbpedia.org/resource/Black_and_White_%28book%29
b383,http://dbpedia.org/resource/Blackbird_%282011_novel%29
b384,http://dbpedia.org/resource/Blacksad
b385,http://dbpedia.org/resource/Blackwood_Farm
b386,http://dbpedia.org/resource/Blankets_%28comics%29
b387,http://dbpedia.org/resource/Blaze_%28novel%29
b388,http://dbpedia.org/resource/Bleachers_%28novel%29
b389,http://dbpedia.org/resource/Bleak_House
b390,http://dbpedia.org/resource/Bless_Me%2C_Ultima
b391,http://dbpedia.org/resource/Blind_Faith_%28book%29
b392,http://dbpedia.org/resource/Blindness_%28novel%29
b393,http://dbpedia.org/resource/Blindsight_%28Cook_novel%29
b394,http://dbpedia.org/resource/Blink_%28book%29
b395,http://dbpedia.org/resource/Blink_%28novel%29
b396,http://dbpedia.org/resource/Bliss_%28novel%29
b397,http://dbpedia.org/resource/Blonde_%28novel%29
b398,http://dbpedia.org/resource/Blood_Canticle
b399,http://dbpedia.org/resource/Blood_Meridian
b400,http://dbpedia.org/resource/Blood_Noir
b401,http://dbpedia.org/resource/Blood_Promise_%28novel%29
b402,http://dbpedia.org/resource/Blood_Ties_%28novel%29
b403,http://dbpedia.org/resource/Blood_and_Chocolate_%28novel%29
b404,http://dbpedia.org/resource/Blood_and_Gold
b405,http://dbpedia.org/resource/Blood_of_the_Fold
b406,http://dbpedia.org/resource/Bloodbrothers_%28novel%29
b407,http://dbpedia.org/resource/Bloodhound_%28novel%29
b408,http://dbpedia.org/resource/Bloodlines_%28Mead_novel%29
b409,http://dbpedia.org/resource/Bloodlines_%28series%29
b410,http://dbpedia.org/resource/Bloodsucking_Fiends
b411,http://dbpedia.org/resource/Bloody_Bones_%28novel%29
b412,http://dbpedia.org/resource/Bloody_Jack_%28novel%29
b413,http://dbpedia.org/resource/Bloom_%28novel%29
b414,http://dbpedia.org/resource/Bloomability
b415,http://dbpedia.org/resource/Blubber_%28novel%29
b416,http://dbpedia.org/resource/Blue_Bloods_%28novel_series%29
b417,http://dbpedia.org/resource/Blue_Is_for_Nightmares_%28series%29
b418,http://dbpedia.org/resource/Blue_Like_Jazz
b419,http://dbpedia.org/resource/Blue_Moon_%28Noel_novel%29
b420,http://dbpedia.org/resource/Blue_Ocean_Strategy
b421,http://dbpedia.org/resource/Bluebeard_%28Vonnegut_novel%29
b422,http://dbpedia.org/resource/Body_Language_%28book%29
b423,http://dbpedia.org/resource/Bone_%28comics%29
b424,http://dbpedia.org/resource/Boneshaker_%28novel%29
b425,http://dbpedia.org/resource/Bonjour_Tristesse
b426,http://dbpedia.org/resource/Book_of_Daniel
b427,http://dbpedia.org/resource/Book_of_Enoch
b428,http://dbpedia.org/resource/Book_of_Esther
b429,http://dbpedia.org/resource/Book_of_Exodus
b430,http://dbpedia.org/resource/Book_of_Genesis
b431,http://dbpedia.org/resource/Book_of_Isaiah
b432,http://dbpedia.org/resource/Book_of_Mormon
b433,http://dbpedia.org/resource/Book_of_Proverbs
b434,http://dbpedia.org/resource/Book_of_Revelation
b435,http://dbpedia.org/resource/Book_of_Shadows
b436,http://dbpedia.org/resource/Book_of_a_Thousand_Days
b437,http://dbpedia.org/resource/Book_of_the_Dead
b438,http://dbpedia.org/resource/Books_of_Blood
b439,http://dbpedia.org/resource/Bored_of_the_Rings
b440,http://dbpedia.org/resource/Born_Blue
b441,http://dbpedia.org/resource/Born_Confused
b442,http://dbpedia.org/resource/Born_Standing_Up
b443,http://dbpedia.org/resource/Born_to_Rock_%28novel%29
b444,http://dbpedia.org/resource/Bowie%3A_A_Biography
b445,http://dbpedia.org/resource/Boy%27s_Life_%28novel%29
b446,http://dbpedia.org/resource/Boy_Meets_Boy_%28novel%29
b447,http://dbpedia.org/resource/Boy_Meets_Girl%3A_Say_Hello_to_Courtship
b448,http://dbpedia.org/resource/Brain_Droppings
b449,http://dbpedia.org/resource/Brain_Rules
b450,http://dbpedia.org/resource/Bram_Stoker%27s_Dracula
b451,http://dbpedia.org/resource/Brave_Companions%3A_Portraits_in_History
b452,http://dbpedia.org/resource/Brave_New_World
b453,http://dbpedia.org/resource/Bravo_Two_Zero_%28novel%29
b454,http://dbpedia.org/resource/Breakfast_at_Tiffany%27s_%28novella%29
b455,http://dbpedia.org/resource/Breakfast_of_Champions
b456,http://dbpedia.org/resource/Breaking_Open_the_Head
b457,http://dbpedia.org/resource/Breaking_Point_%28novel%29
b458,http://dbpedia.org/resource/Breaking_the_Spell%3A_Religion_as_a_Natural_Phenomenon
b459,http://dbpedia.org/resource/Breath%2C_Eyes%2C_Memory
b460,http://dbpedia.org/resource/Breath_%28novel%29
b461,http://dbpedia.org/resource/Breathers%3A_A_Zombie%27s_Lament
b462,http://dbpedia.org/resource/Breathless_%28novel%29
b463,http://dbpedia.org/resource/Brian%27s_Winter
b464,http://dbpedia.org/resource/Briar_Rose_%28novel%29
b465,http://dbpedia.org/resource/Brida_%28novel%29
b466,http://dbpedia.org/resource/Brideshead_Revisited
