id,url
au142,http://dbpedia.org/resource/Ben_H._Winters
au143,http://dbpedia.org/resource/Ben_Mezrich
au144,http://dbpedia.org/resource/Ben_Mikaelsen
au145,http://dbpedia.org/resource/Ben_Sherwood
au146,http://dbpedia.org/resource/Benjamin_Franklin
au147,http://dbpedia.org/resource/Benjamin_Graham
au148,http://dbpedia.org/resource/Benjamin_Hoff
au149,http://dbpedia.org/resource/Bennett_Joshua_Davlin
au150,http://dbpedia.org/resource/Bent_Flyvbjerg
au151,http://dbpedia.org/resource/Bernard_Cornwell
au152,http://dbpedia.org/resource/Bernhard_Schlink
au153,http://dbpedia.org/resource/Bertrand_Russell
au154,http://dbpedia.org/resource/Beth_Moore
au155,http://dbpedia.org/resource/Bette_Greene
au156,http://dbpedia.org/resource/Betty_Eadie
au157,http://dbpedia.org/resource/Betty_Friedan
au158,http://dbpedia.org/resource/Betty_Sue_Flowers
au159,http://dbpedia.org/resource/Betty_White
au160,http://dbpedia.org/resource/Beverly_Cleary
au161,http://dbpedia.org/resource/Bill_Bryson
au162,http://dbpedia.org/resource/Bill_Martin%2C_Jr.
au163,http://dbpedia.org/resource/Bill_Moyers
au164,http://dbpedia.org/resource/Bill_O%27Reilly_%28political_commentator%29
au165,http://dbpedia.org/resource/Bill_Watterson
au166,http://dbpedia.org/resource/Billy_Milligan
au167,http://dbpedia.org/resource/Bisco_Hatori
au168,http://dbpedia.org/resource/Blue_Balliett
au169,http://dbpedia.org/resource/Bo_Sanchez
au170,http://dbpedia.org/resource/Bob_Adelman
au171,http://dbpedia.org/resource/Bob_Barr
au172,http://dbpedia.org/resource/Bob_Holman
au173,http://dbpedia.org/resource/Bob_Ong
au174,http://dbpedia.org/resource/Brad_Warner
au175,http://dbpedia.org/resource/Bram_Stoker
au176,http://dbpedia.org/resource/Brandon_Mull
au177,http://dbpedia.org/resource/Brandon_Sanderson
au178,http://dbpedia.org/resource/Bree_Despain
au179,http://dbpedia.org/resource/Brent_Hartinger
au180,http://dbpedia.org/resource/Brent_Runyon
au181,http://dbpedia.org/resource/Brent_Weeks
au182,http://dbpedia.org/resource/Bret_Easton_Ellis
au183,http://dbpedia.org/resource/Brian_Greene
au184,http://dbpedia.org/resource/Brian_Jacques
au185,http://dbpedia.org/resource/Brian_Michael_Bendis
au186,http://dbpedia.org/resource/Brian_O%27Nolan
au187,http://dbpedia.org/resource/Brian_Selznick
au188,http://dbpedia.org/resource/Brian_Weiss
au189,http://dbpedia.org/resource/Brian_Welch
au190,http://dbpedia.org/resource/Bront%C3%AB_family
au191,http://dbpedia.org/resource/Bruce_Campbell
au192,http://dbpedia.org/resource/Bruce_Lee
au193,http://dbpedia.org/resource/Bruce_Marshall
au194,http://dbpedia.org/resource/Bryan_Davis_%28author%29
au195,http://dbpedia.org/resource/Bryce_Courtenay
au196,http://dbpedia.org/resource/Bulleh_Shah
au197,http://dbpedia.org/resource/C%C3%A9sar_Vallejo
au198,http://dbpedia.org/resource/C._D._Payne
au199,http://dbpedia.org/resource/C._S._Lewis
au200,http://dbpedia.org/resource/Caleb_Carr
au201,http://dbpedia.org/resource/Caligula
au202,http://dbpedia.org/resource/Camil_Petrescu
au203,http://dbpedia.org/resource/Candace_Bushnell
au204,http://dbpedia.org/resource/Carl_Sagan
au205,http://dbpedia.org/resource/Carlos_Castaneda
au206,http://dbpedia.org/resource/Carlos_Cuauht%C3%83%C2%A9moc_S%C3%83%C2%A1nchez
au207,http://dbpedia.org/resource/Carlos_Ruiz_Zaf%C3%83%C2%B3n
au208,http://dbpedia.org/resource/Carol_Plum-Ucci
au209,http://dbpedia.org/resource/Caroline_B._Cooney
au210,http://dbpedia.org/resource/Caroline_Myss
au211,http://dbpedia.org/resource/Carolyn_Parkhurst
au212,http://dbpedia.org/resource/Carrie_Fisher
au213,http://dbpedia.org/resource/Carson_McCullers
au214,http://dbpedia.org/resource/Cass_Browne
au215,http://dbpedia.org/resource/Cassandra_Clare
au216,http://dbpedia.org/resource/Catherine_Fisher
au217,http://dbpedia.org/resource/Catherine_Jinks
au218,http://dbpedia.org/resource/Cathy_Glass_%28author%29
au219,http://dbpedia.org/resource/Cecelia_Ahern
au220,http://dbpedia.org/resource/Celia_Rees
au221,http://dbpedia.org/resource/Chaim_Potok
au222,http://dbpedia.org/resource/Charlaine_Harris
au223,http://dbpedia.org/resource/Charles_Bukowski
au224,http://dbpedia.org/resource/Charles_Darwin
au225,http://dbpedia.org/resource/Charles_Dickens
au226,http://dbpedia.org/resource/Charles_L._Grant
au227,http://dbpedia.org/resource/Charles_M._Schulz
au228,http://dbpedia.org/resource/Charles_R._Cross
au229,http://dbpedia.org/resource/Charles_Sheldon
au230,http://dbpedia.org/resource/Charles_Villiers_Stanford
au231,http://dbpedia.org/resource/Charles_de_Lint
au232,http://dbpedia.org/resource/Charlie_Albone
au233,http://dbpedia.org/resource/Charlie_Higson
au234,http://dbpedia.org/resource/Charlotte_Bront%C3%83%C2%AB
au235,http://dbpedia.org/resource/Charlotte_Morel
au236,http://dbpedia.org/resource/Charlotte_Perkins_Gilman
au237,http://dbpedia.org/resource/Che_Guevara
au238,http://dbpedia.org/resource/Chelsea_Handler
au239,http://dbpedia.org/resource/Chetan_Bhagat
au240,http://dbpedia.org/resource/Chimamanda_Ngozi_Adichie
au241,http://dbpedia.org/resource/China_Mi%C3%83%C2%A9ville
au242,http://dbpedia.org/resource/Chinua_Achebe
au243,http://dbpedia.org/resource/Chris_Beckett
au244,http://dbpedia.org/resource/Chris_Crutcher
au245,http://dbpedia.org/resource/Chris_Gardner
au246,http://dbpedia.org/resource/Chris_Shook
au247,http://dbpedia.org/resource/Chris_Van_Allsburg
au248,http://dbpedia.org/resource/Chris_Wooding
au249,http://dbpedia.org/resource/Chris_d%27Lacey
au250,http://dbpedia.org/resource/Christina_Schwarz
au251,http://dbpedia.org/resource/Christine_Feehan
au252,http://dbpedia.org/resource/Christopher_Hitchens
au253,http://dbpedia.org/resource/Christopher_Krovatin
au254,http://dbpedia.org/resource/Christopher_McDougall
au255,http://dbpedia.org/resource/Christopher_Moore_%28author%29
au256,http://dbpedia.org/resource/Christopher_Paolini
au257,http://dbpedia.org/resource/Christopher_Priest_%28novelist%29
au258,http://dbpedia.org/resource/Chuck_Klosterman
au259,http://dbpedia.org/resource/Chuck_Lorre
au260,http://dbpedia.org/resource/Chuck_Norris
au261,http://dbpedia.org/resource/Chuck_Palahniuk
au262,http://dbpedia.org/resource/Cielo_Latini
au263,http://dbpedia.org/resource/Cinda_Williams_Chima
au264,http://dbpedia.org/resource/Clamp_%28manga_artists%29
au265,http://dbpedia.org/resource/Clare_B._Dunkle
au266,http://dbpedia.org/resource/Clarissa_Pinkola_Est%C3%A9s
au267,http://dbpedia.org/resource/Claude_Brown
au268,http://dbpedia.org/resource/Cleon_Skousen
au269,http://dbpedia.org/resource/Clive_Barker
au270,http://dbpedia.org/resource/Clive_Cussler
au271,http://dbpedia.org/resource/Colin_Wilson
au272,http://dbpedia.org/resource/Colleen_McCullough
au273,http://dbpedia.org/resource/Colum_McCann
au274,http://dbpedia.org/resource/Connie_Willis
au275,http://dbpedia.org/resource/Constantine_P._Cavafy
au276,http://dbpedia.org/resource/Cormac_McCarthy
au277,http://dbpedia.org/resource/Cornel_West
au278,http://dbpedia.org/resource/Cornelia_Funke
au279,http://dbpedia.org/resource/Courtney_Love
au280,http://dbpedia.org/resource/Craig_Ferguson
au281,http://dbpedia.org/resource/Craig_Glenday
au282,http://dbpedia.org/resource/Crockett_Johnson
au283,http://dbpedia.org/resource/Cynthia_Kadohata
au284,http://dbpedia.org/resource/D.Gray-man
au285,http://dbpedia.org/resource/D._H._Lawrence
au286,http://dbpedia.org/resource/D._J._MacHale
au287,http://dbpedia.org/resource/DBC_Pierre
au288,http://dbpedia.org/resource/Dai_Sijie
au289,http://dbpedia.org/resource/Daisuke_Sat%C3%85%C2%8D
au290,http://dbpedia.org/resource/Dalai_Lama
au291,http://dbpedia.org/resource/Dale_Carnegie
au292,http://dbpedia.org/resource/Dale_McGowan
au293,http://dbpedia.org/resource/Dalton_Trumbo
au294,http://dbpedia.org/resource/Dan_Ariely
au295,http://dbpedia.org/resource/Dan_Brown
au296,http://dbpedia.org/resource/Dan_Goodwin
au297,http://dbpedia.org/resource/Dan_Millman
au298,http://dbpedia.org/resource/Dan_Simmons
au299,http://dbpedia.org/resource/Dan_Wells_%28author%29
au300,http://dbpedia.org/resource/Dani_Filth
au301,http://dbpedia.org/resource/Daniel_Defoe
au302,http://dbpedia.org/resource/Daniel_Dennett
au303,http://dbpedia.org/resource/Daniel_Ehrenhaft
au304,http://dbpedia.org/resource/Daniel_Gilbert_%28psychologist%29
au305,http://dbpedia.org/resource/Daniel_H._Pink
au306,http://dbpedia.org/resource/Daniel_Keyes
au307,http://dbpedia.org/resource/Daniel_Levitin
au308,http://dbpedia.org/resource/Daniel_Pinchbeck
au309,http://dbpedia.org/resource/Daniel_Quinn
au310,http://dbpedia.org/resource/Daniel_Tammet
au311,http://dbpedia.org/resource/Daniel_Waters_%28novelist%29
au312,http://dbpedia.org/resource/Danielle_Steel
au313,http://dbpedia.org/resource/Danilo_Ki%C2%9A
au314,http://dbpedia.org/resource/Darren_Rowse
au315,http://dbpedia.org/resource/Darren_Shan
au316,http://dbpedia.org/resource/Dav_Pilkey
au317,http://dbpedia.org/resource/Dave_Barry
au318,http://dbpedia.org/resource/Dave_Brown_%28comedian%29
au319,http://dbpedia.org/resource/Dave_Eggers
au320,http://dbpedia.org/resource/Dave_Mustaine
au321,http://dbpedia.org/resource/Dave_Pelzer
au322,http://dbpedia.org/resource/Dave_Ramsey
au323,http://dbpedia.org/resource/Dave_Wolverton
au324,http://dbpedia.org/resource/David_A._Noebel
au325,http://dbpedia.org/resource/David_A._Vise
au326,http://dbpedia.org/resource/David_Almond
au327,http://dbpedia.org/resource/David_Attenborough
au328,http://dbpedia.org/resource/David_Clement-Davies
au329,http://dbpedia.org/resource/David_E._Talbert
au330,http://dbpedia.org/resource/David_Ebershoff
au331,http://dbpedia.org/resource/David_Eddings
au332,http://dbpedia.org/resource/David_Foster_Wallace
au333,http://dbpedia.org/resource/David_Guterson
au334,http://dbpedia.org/resource/David_Hayter
au335,http://dbpedia.org/resource/David_J._Schwartz_%28motivational_writer%29
au336,http://dbpedia.org/resource/David_Lubar
au337,http://dbpedia.org/resource/David_M._Kennedy_%28historian%29
au338,http://dbpedia.org/resource/David_Mitchell_%28author%29
au339,http://dbpedia.org/resource/David_Sedaris
au340,http://dbpedia.org/resource/David_Sheff
au341,http://dbpedia.org/resource/David_Stahler_Jr.
au342,http://dbpedia.org/resource/David_Wilkerson
au343,http://dbpedia.org/resource/David_Wong_%28writer%29
au344,http://dbpedia.org/resource/David_Wroblewski
au345,http://dbpedia.org/resource/Dean_Hughes
au346,http://dbpedia.org/resource/Dean_Koontz
au347,http://dbpedia.org/resource/Debbie_Macomber
au348,http://dbpedia.org/resource/Deborah_Harkness
au349,http://dbpedia.org/resource/Dee_Brown_%28writer%29
au350,http://dbpedia.org/resource/Deepak_Chopra
au351,http://dbpedia.org/resource/Denis_Leary
au352,http://dbpedia.org/resource/Dennis_Lehane
au353,http://dbpedia.org/resource/Derek_Landy
au354,http://dbpedia.org/resource/Dewi_Lestari
au355,http://dbpedia.org/resource/Diana_Norman
au356,http://dbpedia.org/resource/Diana_Wynne_Jones
au357,http://dbpedia.org/resource/Diane_Duane
au358,http://dbpedia.org/resource/Diane_Setterfield
au359,http://dbpedia.org/resource/Dietrich_Bonhoeffer
au360,http://dbpedia.org/resource/Dodie_Smith
au361,http://dbpedia.org/resource/Dominique_Lapierre
au362,http://dbpedia.org/resource/Don_L._Wulffson
au363,http://dbpedia.org/resource/Donald_Miller_%28author%29
au364,http://dbpedia.org/resource/Donna_Tartt
au365,http://dbpedia.org/resource/Donovan_Hohn
au366,http://dbpedia.org/resource/Doreen_Virtue
au367,http://dbpedia.org/resource/Doris_Kearns_Goodwin
au368,http://dbpedia.org/resource/Doris_Lessing
au369,http://dbpedia.org/resource/Douglas_Adams
au370,http://dbpedia.org/resource/Douglas_Coupland
au371,http://dbpedia.org/resource/Douglas_Hofstadter
au372,http://dbpedia.org/resource/Douglas_Kenney
au373,http://dbpedia.org/resource/Douglas_Preston
au374,http://dbpedia.org/resource/Dr._Seuss
au375,http://dbpedia.org/resource/E._B._White
au376,http://dbpedia.org/resource/E._L._Konigsburg
au377,http://dbpedia.org/resource/E._Lockhart
au378,http://dbpedia.org/resource/E._Lynn_Harris
au379,http://dbpedia.org/resource/E._M._Forster
au380,http://dbpedia.org/resource/E._Nesbit
au381,http://dbpedia.org/resource/Eckhart_Tolle
au382,http://dbpedia.org/resource/Edgar_Allan_Poe
au383,http://dbpedia.org/resource/Edgar_Cayce
au384,http://dbpedia.org/resource/Edgar_Lee_Masters
au385,http://dbpedia.org/resource/Edgar_Rice_Burroughs
au386,http://dbpedia.org/resource/Edith_Wharton
au387,http://dbpedia.org/resource/Eduardo_Galeano
au388,http://dbpedia.org/resource/Edward_Abbey
au389,http://dbpedia.org/resource/Edward_Gibbon
au390,http://dbpedia.org/resource/Edward_S._Herman
au391,http://dbpedia.org/resource/Edwin_Abbott_Abbott
au392,http://dbpedia.org/resource/El_Dandy
au393,http://dbpedia.org/resource/Eleanor_Coerr
au394,http://dbpedia.org/resource/Elfriede_Jelinek
au395,http://dbpedia.org/resource/Elie_Wiesel
au396,http://dbpedia.org/resource/Eliezer_Yudkowsky
au397,http://dbpedia.org/resource/Elin_Hilderbrand
au398,http://dbpedia.org/resource/Elizabeth_George_Speare
au399,http://dbpedia.org/resource/Elizabeth_Goudge
au400,http://dbpedia.org/resource/Elizabeth_Haran
au401,http://dbpedia.org/resource/Elizabeth_Kostova
au402,http://dbpedia.org/resource/Elizabeth_Strout
au403,http://dbpedia.org/resource/Elizabeth_Winthrop
au404,http://dbpedia.org/resource/Elizabeth_Wurtzel
au405,http://dbpedia.org/resource/Ellen_G._White
au406,http://dbpedia.org/resource/Ellen_Hopkins
au407,http://dbpedia.org/resource/Ellen_Raskin
au408,http://dbpedia.org/resource/Ellen_Schreiber
au409,http://dbpedia.org/resource/Ellen_Wittlinger
au410,http://dbpedia.org/resource/Eloise_Jarvis_McGraw
au411,http://dbpedia.org/resource/Elspeth_Huxley
au412,http://dbpedia.org/resource/Ema_T%C3%85%C2%8Dyama
au413,http://dbpedia.org/resource/Emilie_Autumn
au414,http://dbpedia.org/resource/Emily_Bront%C3%83%C2%AB
au415,http://dbpedia.org/resource/Emily_Dickinson
au416,http://dbpedia.org/resource/Emily_Giffin
au417,http://dbpedia.org/resource/Emma_Orczy
au418,http://dbpedia.org/resource/Enid_Blyton
au419,http://dbpedia.org/resource/Eoin_Colfer
au420,http://dbpedia.org/resource/Eric_Carle
au421,http://dbpedia.org/resource/Eric_Hoffer
au422,http://dbpedia.org/resource/Eric_Jerome_Dickey
au423,http://dbpedia.org/resource/Eric_L._Haney
au424,http://dbpedia.org/resource/Eric_Schlosser
au425,http://dbpedia.org/resource/Eric_Weiner
au426,http://dbpedia.org/resource/Erica_Spindler
au427,http://dbpedia.org/resource/Erich_Fromm
au428,http://dbpedia.org/resource/Erich_Maria_Remarque
au429,http://dbpedia.org/resource/Erik_Larson_%28author%29
au430,http://dbpedia.org/resource/Ernest_Callenbach
au431,http://dbpedia.org/resource/Ernest_Hemingway
au432,http://dbpedia.org/resource/Ernest_J._Gaines
au433,http://dbpedia.org/resource/Esmeralda_Santiago
au434,http://dbpedia.org/resource/Esther_Forbes
au435,http://dbpedia.org/resource/Esther_Hicks
au436,http://dbpedia.org/resource/Ethel_Lilian_Voynich
au437,http://dbpedia.org/resource/Eugene_Sledge
au438,http://dbpedia.org/resource/Eva_Ibbotson
au439,http://dbpedia.org/resource/Evelyn_Waugh
au440,http://dbpedia.org/resource/F._Scott_Fitzgerald
au441,http://dbpedia.org/resource/Fannie_Flagg
au442,http://dbpedia.org/resource/Fareed_Zakaria
au443,http://dbpedia.org/resource/Farley_Mowat
au444,http://dbpedia.org/resource/Fatima_Bhutto
au445,http://dbpedia.org/resource/Felipe_Pigna
au446,http://dbpedia.org/resource/Feluda
au447,http://dbpedia.org/resource/Flannery_O%27Connor
au448,http://dbpedia.org/resource/Flavia_Bujor
au449,http://dbpedia.org/resource/Florence_Littauer
au450,http://dbpedia.org/resource/Forrest_Griffin
au451,http://dbpedia.org/resource/Fr%C3%83%C2%A9d%C3%83%C2%A9ric_Beigbeder
au452,http://dbpedia.org/resource/Fr%C3%A9d%C3%A9ric_Beigbeder
au453,http://dbpedia.org/resource/Fran%C3%83%C2%A7oise_Sagan
au454,http://dbpedia.org/resource/Frances_Hodgson_Burnett
au455,http://dbpedia.org/resource/Francesca_Lia_Block
au456,http://dbpedia.org/resource/Francine_Pascal
au457,http://dbpedia.org/resource/Francine_Rivers
au458,http://dbpedia.org/resource/Frank_Beddor
au459,http://dbpedia.org/resource/Frank_E._Peretti
au460,http://dbpedia.org/resource/Frank_Herbert
au461,http://dbpedia.org/resource/Frank_McCourt
au462,http://dbpedia.org/resource/Frank_Portman
au463,http://dbpedia.org/resource/Frankie_Boyle
au464,http://dbpedia.org/resource/Franklin_Foer
au465,http://dbpedia.org/resource/Frantz_Fanon
au466,http://dbpedia.org/resource/Franz_Kafka
au467,http://dbpedia.org/resource/Fred_Gallagher_%28cartoonist%29
au468,http://dbpedia.org/resource/Frederick_Forsyth
au469,http://dbpedia.org/resource/Friedrich_Hayek
au470,http://dbpedia.org/resource/Friedrich_Nietzsche
au471,http://dbpedia.org/resource/Fritjof_Capra
au472,http://dbpedia.org/resource/Fu_Xi
au473,http://dbpedia.org/resource/Fujiko_Fujio
au474,http://dbpedia.org/resource/Fyodor_Dostoyevsky
au475,http://dbpedia.org/resource/G%C3%83%C2%BCnter_Grass
au476,http://dbpedia.org/resource/G._K._Chesterton
au477,http://dbpedia.org/resource/G._P._Taylor
au478,http://dbpedia.org/resource/Gabriel_Garc%C3%83%C2%ADa_M%C3%83%C2%A1rquez
au479,http://dbpedia.org/resource/Gail_Carson_Levine
au480,http://dbpedia.org/resource/Gail_Z._Martin
au481,http://dbpedia.org/resource/Galaktion_Tabidze
au482,http://dbpedia.org/resource/Garth_Nix
au483,http://dbpedia.org/resource/Garth_Stein
au484,http://dbpedia.org/resource/Gary_Chapman_%28author%29
au485,http://dbpedia.org/resource/Gary_Goldschneider
au486,http://dbpedia.org/resource/Gary_Paulsen
au487,http://dbpedia.org/resource/Gary_Schwartz_%28designer%29
au488,http://dbpedia.org/resource/Gary_Zukav
au489,http://dbpedia.org/resource/Gaston_Leroux
au490,http://dbpedia.org/resource/Gavin_Baddeley
au491,http://dbpedia.org/resource/Gavin_Menzies
au492,http://dbpedia.org/resource/Gavin_de_Becker
au493,http://dbpedia.org/resource/Gayle_Forman
au494,http://dbpedia.org/resource/Gemma_Doyle
au495,http://dbpedia.org/resource/Gena_Showalter
au496,http://dbpedia.org/resource/Gene_Luen_Yang
au497,http://dbpedia.org/resource/Gene_Wolfe
au498,http://dbpedia.org/resource/George_Carlin
au499,http://dbpedia.org/resource/George_Eliot
au500,http://dbpedia.org/resource/George_James_%28writer%29
au501,http://dbpedia.org/resource/George_Orwell
au502,http://dbpedia.org/resource/George_R._R._Martin
au503,http://dbpedia.org/resource/George_R._Stewart
au504,http://dbpedia.org/resource/George_Selden_%28author%29
au505,http://dbpedia.org/resource/George_W._Bush
au506,http://dbpedia.org/resource/Georgie_Ripper
au507,http://dbpedia.org/resource/Gerald_Durrell
au508,http://dbpedia.org/resource/Geraldine_Brooks_%28writer%29
au509,http://dbpedia.org/resource/Germaine_Greer
au510,http://dbpedia.org/resource/Gilgamesh
au511,http://dbpedia.org/resource/Gillian_Flynn
au512,http://dbpedia.org/resource/Gillian_Rubinstein
au513,http://dbpedia.org/resource/Giorgio_A._Tsoukalos
au514,http://dbpedia.org/resource/Giovanni_Boccaccio
au515,http://dbpedia.org/resource/Glenn_Beck
au516,http://dbpedia.org/resource/Gloria_Steinem
